NAME: TEST-18-N200
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 200  50   9   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 162       84       96      198           12.
 163       72       67      177           11.
 164       38       15      165           12.
 165       53       70      218            9.
 166       36       64      179            9.
 167       34       40      151           12.
 168      122       18      224           11.
 169       97       34      122            8.
 170       32       80      145           11.
 171      119       15      205           11.
 172       68       78      193           10.
 173       71       32      195           12.
 174       25       43      202            8.
 175       34       94      205           10.
 176       48       30      123            9.
 177      106      111      148            8.
 178      105       54      206           11.
 179       67       41      161            9.
 180      100       36      182           12.
 181       45      103      168            8.
 182       98       70      158           10.
 183       28      102      195           10.
 184      112      100      190           12.
 185       90      103      127            8.
 186       67       64      175           12.
 187      117       65      227           11.
 188      113      112      220           11.
 189       53       76      130           10.
 190       45       25      180            8.
 191       60       50      180           12.
 192       38       49      146           12.
 193       37       69      179           10.
 194       33       39      205            9.
 195      112       23      229           11.
 196       32      130      151           10.
 197      118       95      161            8.
 198      130       45      172            9.
 199       89       11      123            9.
 200       30       69      148           11.
 
RECHARGE POINTS:
  NO.  XCOORD.  YCOORD.  T0CHAR  TECHNOLOGIES
 
   0       70       70       0.         1 0 0
 201       70       70       5.         0 1 1
 202       40       40       5.         0 1 0
 203       70       40       5.         0 1 1
 204      100       40       5.         0 1 0
 205       40       70       5.         0 1 1
 206      100       70       5.         0 1 1
 207       40      100       5.         0 1 0
 208       70      100       5.         0 1 1
 209      100      100       5.         0 1 0
 
TECHNOLOGY KINDS:
  KIND  SPEED RECHARGE  UNIT COST
 
     0           3600.      0.160
     1          20000.      0.176
     2          45000.      0.192
 
END
