NAME: TEST-13-N200
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 200  50   9   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 117       31       55      139           12.
 118       33       10      192           11.
 119      119       14      133            9.
 120       84      128      128           12.
 121       40       80      155           12.
 122       56       31      161            9.
 123       55      106      126           10.
 124      107       71      153           11.
 125      103      126      125           10.
 126       58       80      228            9.
 127       63       13      218            9.
 128       99      127      229           12.
 129       75      124      182            8.
 130       21       72      154           10.
 131       63       16      197           11.
 132       25       26      206           10.
 133       56      110      146           10.
 134       40      115      162            9.
 135      101       12      137           12.
 136       13       94      196           10.
 137       20       58      122            8.
 138       46       19      216            9.
 139      111       15      220           10.
 140       41      128      205           10.
 141       68       44      225           10.
 142       57       10      173           12.
 143      123       23      201            8.
 144      125      108      183            9.
 145       17       26      190           10.
 146      100      120      224            9.
 147       51       46      163            9.
 148       10       51      170           12.
 149       72      118      145            8.
 150      118      119      215            9.
 151      117       44      222            8.
 152       82       81      190           12.
 153       67      120      198            9.
 154      121       51      219            9.
 155       62      122      150           11.
 156       42       53      193            8.
 157       24       36      201            8.
 158       51      108      207            8.
 159       78       98      141           11.
 160      113       67      219           11.
 161       36       54      119            9.
 162       63       50      167           10.
 163       78       84      191           12.
 164       56       78      208           12.
 165       63      110      142           11.
 166       41       24      145           12.
 167       74       96      206           12.
 168       85      114      151           11.
 169       75       44      154            9.
 170       36       96      115            9.
 171       11      110      146           10.
 172       10       53      122           11.
 173       43       25      172           11.
 174       40      129      139           12.
 175       12      116      214           10.
 176       34      130      223           12.
 177       73       24      127            9.
 178      109       63      128           12.
 179      121       47      122            9.
 180       19       83      132            9.
 181      113       18      216            9.
 182      100       59      123            8.
 183       27       97      131           12.
 184       21       16      126           10.
 185       65       52      153            9.
 186       61       40      127           12.
 187      102       38      218           11.
 188       29       58      204           12.
 189      100       38      195           10.
 190       33       67      117           10.
 191      108      130      115            8.
 192       79       64      229            9.
 193       48       43      177           11.
 194       53      120      228            8.
 195       98      111      199            8.
 196      105       74      228           12.
 197       18       31      192           11.
 198       71       57      188           12.
 199       36       37      188            9.
 200       76       61      155            8.
 
RECHARGE POINTS:
  NO.  XCOORD.  YCOORD.  T0CHAR  TECHNOLOGIES
 
   0       70       70       0.         1 0 0
 201       70       70       5.         0 1 1
 202       40       40       5.         0 1 0
 203       70       40       5.         0 1 1
 204      100       40       5.         0 1 0
 205       40       70       5.         0 1 1
 206      100       70       5.         0 1 1
 207       40      100       5.         0 1 0
 208       70      100       5.         0 1 1
 209      100      100       5.         0 1 0
 
TECHNOLOGY KINDS:
  KIND  SPEED RECHARGE  UNIT COST
 
     0           3600.      0.160
     1          20000.      0.176
     2          45000.      0.192
 
END
