NAME: TEST-15-N200
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 200  50   9   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 160       58       70      207            9.
 161       28       91      207            9.
 162       62      126      177            8.
 163       29       74      216           10.
 164       28      130      216            9.
 165      108       22      205           11.
 166       68      103      161            9.
 167       35      117      151            8.
 168       65       70      203            9.
 169      127       62      140           10.
 170       74       90      222           11.
 171      128       12      175           12.
 172       42       32      174            9.
 173      129       85      193            9.
 174       86      100      191           10.
 175       44       74      124            8.
 176      100       16      229            9.
 177       33       65      137           11.
 178       52      120      148            9.
 179       74       98      174            8.
 180       26       50      132            8.
 181       65       64      224           10.
 182       82       39      196            8.
 183       89       81      128            8.
 184       65       50      230           10.
 185       12       15      168            8.
 186       29      110      124            8.
 187       44      121      156           12.
 188       54       43      145           12.
 189       95      118      116            9.
 190       62      107      176            8.
 191       37       90      199            9.
 192       42       10      211           11.
 193       27      115      169            9.
 194       42       44      221            8.
 195      110      119      115           10.
 196       77       41      159           12.
 197       95       46      193           11.
 198       28       84      187           10.
 199       72      126      170           11.
 200       63       38      135            9.
 
RECHARGE POINTS:
  NO.  XCOORD.  YCOORD.  T0CHAR  TECHNOLOGIES
 
   0       70       70       0.         1 0 0
 201       70       70       5.         0 1 1
 202       40       40       5.         0 1 0
 203       70       40       5.         0 1 1
 204      100       40       5.         0 1 0
 205       40       70       5.         0 1 1
 206      100       70       5.         0 1 1
 207       40      100       5.         0 1 0
 208       70      100       5.         0 1 1
 209      100      100       5.         0 1 0
 
TECHNOLOGY KINDS:
  KIND  SPEED RECHARGE  UNIT COST
 
     0           3600.      0.160
     1          20000.      0.176
     2          45000.      0.192
 
END
